UniProt Accession ID,Description,Gene,V08,V28,NV1,V15L,V31,NV2,V14,V6L,V15,V23,V1O,V16,V11,V9L,V01,V22,V04,V25,V07,V10,V17,NV6,NV4,V1L,V13,V21,V6L,V12,V30,NV7,V05,V20,V03,V32,V06,V27,V02
KV310_HUMAN,Ig kappa chain V-III region VH (Fragment),KV310_HUMAN,334893.5178,4714627.883,2066818.184,686871.691,3214423.598,244576.6876,51719.63583,1663177.549,2183869.354,1168404.621,4144092.022,1190688.113,2147002.639,503308.8936,664961.6145,1615193.873,143877.1003,3036669.103,312651.4121,2669523.704,2740090.909,19403189.67,384868.1625,1003066.805,523045.7535,1785907.974,1535685.157,768821.351,6097971.658,452392.435,5782981.549,2374415.217,286236.3925,2709998.415,1441761.341,4587251.872,1351755.953
KV311_HUMAN,Ig kappa chain V-III region IARC/BL41,KV311_HUMAN,45792.00464,11371.10229,72319.32272,10012.15953,400122.1258,1867.593944,748.1733469,54141.88209,14516.23265,55594.48568,31155.96392,19363.22297,20997.54227,395.4445093,37267.85796,57498.45041,4249.243896,3489.377522,11092.40555,174059.5139,228470.1015,433591.6946,8523.693726,2860.649356,24768.55198,20158.03071,134418.7745,20650.89262,10918.5552,27535.06367,44756.24632,95418.89331,1692.793434,205953.3187,4809.364444,6420.650418,1
KYNU_HUMAN,Kynureninase,KYNU,77853.59682,594.4917148,1793.723246,47873.03774,37468.78502,4.784866171,2207.996463,10316.98165,43246.59467,234498.0796,1711.536726,9294.310544,71.38276508,22688.5632,16805.26851,4192.251489,3996.369345,28847.19451,61006.63603,4459.774587,8387.092371,1913.940359,20863.07124,25380.85558,2340.231973,1555.845413,1,10426.44815,34251.2819,14456.13399,5490.139737,381516.8964,3620.958132,17691.60585,1428.745773,939.8360106,71.87265651
LAC2_HUMAN,Ig lambda-2 chain C regions,IGLC2,33871825.95,361447600.9,108149289.1,49908300.41,79208629.89,2120490.97,17834622.67,60929316.53,63344064.81,106121852.3,111516966.6,38990002.56,83222320.65,49609524.55,50328766.95,47760960.63,54553852.51,96451469.32,66001724.72,83107227.81,115944727.3,1135779307,12316975.24,13214326.75,48938469.72,34038721.73,202654378.7,32465291.45,104793563,27469881.14,89366858.31,57267420.88,94243186.62,170919650,116599644.9,224350446.8,67119397.41
LAD1_HUMAN,Ladinin-1,LAD1,71535.24488,732364.3107,376887.9796,431207.969,936609.3612,1047661.808,25604.51991,128018.5484,91080.90395,47493.29026,991035.5691,97719.35697,104574.885,119270.5713,98132.67544,1603912.35,616527.3723,847070.287,71386.97443,250918.5629,175529.6536,167643.8149,381165.9285,753443.96,50545.20641,86781.2165,181580.9844,147004.7184,799792.4591,132224.7862,289652.8695,285781.7153,211848.9651,902453.7229,1265198.351,745478.9349,1299413.292
LAMP1_HUMAN,Lysosome-associated membrane glycoprotein 1,LAMP1,296996.6898,188299.8817,755987.4249,265238.2922,208061.7306,604619.9031,273898.2574,487353.2915,391600.1315,166831.2001,308718.6838,283808.2832,502197.1249,345751.0124,100516.0897,565952.5364,189827.3009,393045.5304,180399.234,151954.6595,92843.02515,1366564.212,32175.14017,54688.32639,103315.2888,636879.1203,327691.2135,71257.00592,294672.4888,260573.2686,207105.6095,207843.6631,383237.1176,467008.771,658676.5012,339175.3709,239950.8533
LAP2B_HUMAN,"Lamina-associated polypeptide 2, isoforms beta/gamma",TMPO,52846.8965,18099.94545,197039.2105,24312.67358,59097.42048,12646.4368,24.48711162,54448.07,65657.19755,34096.62823,796.0635656,84632.59207,23344.52415,145293.758,17803.67376,681397.1924,28568.23938,121717.9631,39518.34444,12307.69051,267619.9758,107112.1056,17053.59791,110797.6525,128104.9783,44521.09987,38365.88076,60767.71478,85731.71098,86615.79085,95341.15797,52103.63931,91341.0589,44216.30739,80523.54106,70700.51339,135552.4738
LASP1_HUMAN,LIM and SH3 domain protein 1,LASP1,430421.4743,34894.19604,289419.395,87535.41428,29710.25398,74557.27659,46299.35765,194259.6829,677677.2539,114767.0172,67902.89886,595675.9071,113297.3019,170791.7497,82809.88289,37306.06989,1161664.674,91082.56908,456959.3402,123217.659,364419.1088,802984.0734,78442.79686,52575.64129,12754.31331,479965.2654,164649.0873,16229.47368,354497.9404,205332.9084,285157.1485,389752.2494,97924.6643,107783.6062,304514.2754,217992.9788,514394.4731
LDHA_HUMAN,L-lactate dehydrogenase A chain,LDHA,1444008.558,15177156.8,16248988.26,2494684.582,883427.1251,999663.0122,1048340.214,4185506.226,3143456.827,2427770.579,1278710.903,6812565.073,1124266.464,6098047.826,2240711.273,1398983.39,5219054.964,1653416.07,4488956.847,1607244.732,10448344.8,2281673.72,8715136.47,1624818.987,477012.2125,1220564.96,5233312.214,2706413.737,646629.635,5686859.81,2973559.045,7740575.952,3074209.229,1184464.25,2370529.989,5883620.08,10799784.99
LDHB_HUMAN,L-lactate dehydrogenase B chain,LDHB,11379.35879,84511.52259,2143683.424,49224.72377,27886.73004,5326.590874,217839.5614,48388.76272,137054.1886,30299.90209,55613.79119,193582.3986,14838.65213,320865.6111,57568.13936,37848.38854,28462.10308,141783.0325,96147.23612,260063.5422,683174.0005,375448.2075,96453.10217,4681.777059,25078.72801,75356.30032,235947.2357,15922.19208,6685.481515,99989.54428,249992.7223,828153.6457,33697.31469,100380.2452,102944.603,129718.3596,442886.6158
LEG1_HUMAN,Galectin-1,LGALS1,13796.05955,21798.65043,355703.5435,13820.35214,9030.425117,17534.69749,14196.81904,257162.2986,11766.67374,49995.29584,31022.11089,3200.682252,8026.319161,284219.9099,5506.86346,31070.54467,43072.2622,5424.625216,26476.82244,37577.37633,400201.5093,143281.5773,133374.852,24760.8967,136698.0687,35300.12283,3670.650757,8787.502943,2824.659945,104883.1453,107571.6049,115379.5207,10971.57159,132599.2154,58221.63376,34505.60337,45137.15484
LEG3_HUMAN,Galectin-3,LGALS3,183236.3216,415113.4386,1061452.482,312718.4425,310600.2335,1440.95701,200424.6265,69722.72813,157950.7021,402593.094,123231.5488,47267.46766,22464.652,242131.5235,130894.3439,48000.84694,50087.41926,42456.05248,96080.14772,121765.5727,303981.3609,1851879.23,254952.3861,50430.51192,40440.26672,68354.12364,125410.8379,119328.4809,791895.1406,90639.58527,164998.6788,1024980.837,191131.1795,168053.0117,29709.37971,65826.91969,112332.9197
LEG4_HUMAN,Galectin-4,LGALS4,338664.2855,80414.37884,143949.1819,124281.4571,165278.8287,20500.9903,1,299991.0936,144690.4982,129343.3643,193795.7203,107707.2817,205924.9349,396017.4532,90115.01979,160039.8321,36363.66833,64771.67624,160601.9908,33210.22043,20300.08821,5326874.281,190095.4882,95687.3451,459028.3204,58037.46889,2461025.112,531432.8506,10673.48825,562356.8572,30994.34377,57554.83007,54783.26906,28618.30791,389895.2225,83691.04198,29526.99454
LEG7_HUMAN,Galectin-7,LGALS7,30457.63072,45966.84924,3499069.485,66622.87051,63855.73988,168151.6935,37425.39499,193154.7203,25322.47777,189598.0207,158260.7497,6794.116292,260893.8463,236058.3122,38297.05088,240714.4918,89823.30837,381632.8949,193344.9996,112267.4424,152656.314,49708.92666,310997.4642,17554.76231,31975.75436,214018.9251,208954.4833,33261.02599,30366.85627,475371.4369,163570.143,292829.4218,452194.8018,293434.5257,335974.1469,917561.6183,1701287.681
LG3BP_HUMAN,Galectin-3-binding protein,LGALS3BP,2266945.301,872126.8007,2832060.513,1354768.421,737104.207,1026440.187,4783818.009,3144434.881,5411565.456,7019305.733,966011.1894,3883648.142,2543947.404,3927984.785,2606281.38,4141290.046,15852700.13,2208273.44,13431287.22,1113695.744,2494212.96,5525573.925,15391743.43,535146.159,2350690.67,4919687.529,3873356.165,4450453.574,1441144.948,2811250.493,2467177.737,3396201.474,3521755.871,1714458.579,20356625.04,13938847.25,8602334.444
LGUL_HUMAN,Lactoylglutathione lyase,GLO1,29148.18479,140047.4197,343905.074,34111.68993,20294.10811,13944.79137,3637.949324,30606.58225,16330.66965,54295.11041,14336.38963,614.2821367,17477.69331,84412.07044,13393.8263,13454.50032,35958.30689,59322.60103,136918.3166,126769.3239,41087.75478,426450.1891,180894.0571,58158.05004,3443.196605,28614.63999,25751.90217,19754.43333,79317.59787,84023.13529,56278.44841,310386.5337,57006.2642,44418.72535,24818.04826,67929.021,170703.3576
LIMA1_HUMAN,LIM domain and actin-binding protein 1,LIMA1,7740.914566,63880.50853,154774.5454,244368.9359,36096.74944,252383.4914,84159.47994,322232.7121,22647.27215,65982.88225,39055.74397,36905.33417,25266.75157,54049.69924,78157.5501,23586.17647,53885.71398,16101.35834,37980.33322,44549.56013,58585.91212,170617.0464,80681.01184,15310.44976,51809.64413,24465.9344,149723.6963,21583.67036,37996.49814,137065.2852,40305.51451,40679.28199,83457.50178,131071.827,59780.11373,24706.90685,31138.68552
LIS1_HUMAN,Platelet-activating factor acetylhydrolase IB subunit alpha,PAFAH1B1,7420.966367,2468.341573,262519.3804,42899.73805,38809.54932,39675.93182,24621.79235,2581.412744,12847.25004,53442.63446,682.4754134,13161.85363,15469.4684,52361.02566,28228.99078,3552.373951,3216.610478,5509.809177,6198.156738,2184.605198,45961.31728,31796.95372,541025.8815,494.1954786,39122.18671,4956.013127,4460.642802,32815.34993,30463.31866,13866.78987,13444.07495,38153.3383,277052.15,2182.687903,3961.820096,40885.41302,18252.29219
LKHA4_HUMAN,Leukotriene A-4 hydrolase,LTA4H,71348.6444,346023.6459,315957.8044,557155.4176,949221.832,16421.2129,25226.34296,337395.5804,231771.9024,524639.7077,33053.4266,157648.728,104650.6486,458182.7629,143756.9523,44448.39362,163645.9149,123676.6696,426474.8039,23649.662,884817.8525,330880.3141,2067811.393,116915.2369,95076.31594,100774.2076,115926.1218,260948.6115,46581.88086,846155.7703,118081.9703,530104.9635,33555.916,64594.55706,454104.4336,82371.66646,280029.6735
LMNA_HUMAN,Prelamin-A/C,LMNA,2725946.34,2901971.249,1880547.406,1755195.113,3387826.087,3782494.827,1426842.43,2171028.72,1007009.389,246022.5597,2845518.915,411551.5034,8830119.437,6374041.277,1451465.621,10072618.42,2965469.567,6956296.877,2350521.062,2862428.921,547192.4886,608231.8882,2168539.837,598054.5481,1294366.952,10254363.83,4697039.202,516655.1426,1268274.905,1404344.269,6964864.606,3070545.624,18061461.8,1552046.964,11339299.18,6921838.648,9434865.265
LMNB1_HUMAN,Lamin-B1,LMNB1,48635.54473,232222.1015,154230.4394,38933.05759,102326.7179,57166.53594,69170.893,388301.2544,1449579.42,427729.8585,64636.15489,1141487.949,130967.222,536359.6642,828259.3881,467066.3469,170478.2818,427266.3968,351761.3416,164358.9292,415470.2492,179782.0556,838111.314,61127.98602,296569.3971,371202.0452,297648.3307,86246.26496,166875.1657,593669.3747,451311.1818,593269.1568,965297.2807,15194.2413,79166.49914,442727.675,609696.3377
LMNB2_HUMAN,Lamin-B2,LMNB2,42598.33814,1601.255739,73302.9006,190117.2235,8886.431921,190619.6913,19758.19139,96597.8301,80691.32173,77035.80155,26389.40299,33402.0698,38314.48968,68531.54233,67267.00046,104465.7579,56119.61267,116651.9306,66507.69354,21923.78972,137375.3688,44990.24897,177328.7301,9607.244628,25809.37526,72862.99604,26974.10918,55483.118,96590.50772,187212.4912,104838.4519,40088.2733,26781.59729,18612.52459,49613.97553,71645.95039,142512.5812
LMO7_HUMAN,LIM domain only protein 7,LMO7,245824.9047,84247.67173,46592.84213,66143.33352,134023.9361,348587.0865,140248.0665,163583.745,100249.8124,42709.18148,288909.9621,98432.53076,431780.7417,321855.7822,91865.49137,291383.5257,148636.2906,427255.8119,47870.74092,92940.36196,56268.06257,273971.9473,49151.06372,92090.15602,20661.91929,181071.8437,1028179.869,59931.5537,73302.83786,43242.5244,53436.03215,45489.02996,115092.2297,79695.32582,525059.4733,725832.1935,403979.6262
LOX12_HUMAN,"Arachidonate 12-lipoxygenase, 12S-type",ALOX12,52856.04209,191009.1647,10424.55604,194274.7595,142531.2824,158.5827868,55.12859561,21128.4345,44301.691,57553.97096,399202.191,151032.3986,31386.53102,182764.3398,8962.884132,70510.01801,76451.56386,356229.6835,28807.77909,210754.7042,58566.55387,37562.02991,14346.14723,274351.5052,41472.59362,25604.78868,140521.5961,36967.93865,124342.1167,16666.10059,88559.59653,95098.7091,12809.98189,44112.02173,54627.47497,241363.9478,597786.7877
LRC20_HUMAN,Leucine-rich repeat-containing protein 20,LRRC20,865.7305822,247291.3159,1995.000951,2398.759993,110.5460586,10505.10358,27138.41904,31812.6172,4405.271899,7607.441824,20579.71935,8704.293981,61586.45818,52163.94479,185.1643971,68249.44804,42102.19911,121637.2781,85882.86652,45942.84791,14106.55837,1573.819566,85228.40907,38563.67415,8265.19598,61549.06926,99275.11561,5.23668667,81816.79737,9624.125277,79408.81534,20179.27082,7161.979901,76919.50921,69577.66801,35518.90541,142699.6353
LRRF1_HUMAN,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,1774.006738,131826.3357,209431.2299,9412.577081,462977.6578,9197.318012,139169.926,205170.4421,166205.0171,226141.9417,22880.14305,174031.9207,141128.3578,231495.2892,218564.2429,155423.366,814855.6004,345060.7424,136444.633,43740.34695,243735.5782,65915.55197,115564.5162,20049.31836,183653.1153,365001.3315,137827.9117,5688.627722,232020.0013,319201.108,532264.0795,670143.8162,689355.3564,8217.708627,269722.6672,729238.8639,267909.2077
LSP1_HUMAN,Lymphocyte-specific protein 1,LSP1,826202.7736,26044.66884,592531.213,7009828.229,132391.5533,73234.13561,195324.2736,170860.328,1643748.183,2578442.756,54652.51944,540572.445,361267.9486,135967.1268,331654.8231,759385.241,992678.508,175158.9836,133262.3509,612836.5796,4057214.479,236797.3308,194934.8369,30887.99274,715453.0046,1090348.677,284110.9171,2000504.872,295320.4259,375738.0405,639015.4875,1406144.451,385251.9645,727480.1768,158179.5793,262501.0236,299491.2271
LUM_HUMAN,Lumican,LUM,216610.0368,4006761.408,636710.2154,29007.38959,1215043.594,31454.84595,14391.37918,1261722.304,359751.4756,26639.72139,2093077.941,92588.78324,293611.3366,530946.3637,155375.4469,76035.96261,458895.7825,151223.7775,306242.9032,368740.0466,1112683.533,368031.1198,257735.3497,128546.7826,500733.7757,55010.92918,537834.9094,205626.5373,205112.2612,238424.9871,490029.3492,27737.27489,79378.07156,220080.5005,1064051.785,261457.9991,528555.663
LV001_HUMAN,Ig lambda chain V region 4A,LV001_HUMAN,2358349.54,849246.8732,1590737.64,1096031.117,516256.1244,2794261.545,168111.7411,204040.7166,877434.5111,1165390.568,1117127.344,1180278.734,1793315.312,1508715.495,935785.0289,886592.3293,1644441.453,5602993.764,2557212.039,899545.0579,729674.6,18047356.53,553595.3747,742973.1967,784760.9753,2033513.878,1911448.556,1370302.652,320444.7549,2126708.931,1380065.819,765347.2112,1203642.95,828771.2565,2168276.476,1490495.639,1793064.906
LV105_HUMAN,Ig lambda chain V-I region NEWM,LV105_HUMAN,258910.2065,2259386.565,445492.9105,95545.23551,268624.3364,19870.31334,2221.602357,209369.6936,439251.4336,635065.9838,592343.8661,305024.245,240394.5795,389629.8813,95936.75531,910933.4957,132124.9332,417954.8667,320740.3511,541371.9515,301639.3843,781256.9014,501991.9389,365454.0405,156839.826,1457449.635,1000206.807,255337.0068,292757.9649,427879.8168,404373.0284,830944.4984,395295.5587,1654233.654,596419.8738,732119.8829,611850.3195
LV204_HUMAN,Ig lambda chain V-II region TRO,LV204_HUMAN,32151.95705,305.5341427,49405.84595,204656.2749,7788.390411,1642068.713,8083.363108,398555.8766,35780.34085,954026.7289,1,182531.6099,228145.4189,1,30314.37466,43156.17124,384919.2039,439160.4366,1379408.46,85990.20772,698.2868765,9574873.039,397830.1202,402417.1176,333069.1201,505450.0327,524474.2867,84290.07305,219686.016,46914.19866,121508.1081,149423.3425,527741.5068,496561.0228,519876.8191,2617901.228,717570.9358
LV301_HUMAN,Ig lambda chain V-III region SH,LV301_HUMAN,193837.2642,623920.7256,73861.14269,534099.6815,81912.40526,462083.8675,161304.8992,1271218.836,1412881.989,1082964.871,885168.5048,760119.7533,494405.9757,373676.0007,750968.8675,575900.0827,762739.844,122970.7515,982505.6778,655309.928,1666659.97,870456.1563,357991.496,106391.7622,800994.6714,904500.8901,2695609.247,4213896.855,1628464.462,702225.849,825894.9345,989299.2976,1270943.196,4266292.378,1853776.539,6390833.539,1248140.191
LV302_HUMAN,Ig lambda chain V-III region LOI,LV302_HUMAN,901594.3975,2957701.435,3959994.004,619172.8429,1859460.585,284437.0338,148919.6621,3112894.23,586475.8798,338582.9934,4476342.34,297393.2968,2601109.544,1671001.228,1936519.59,1618956.166,2578606.029,2495932.197,3667367.19,3360489.829,4222113.491,33110595.21,620179.5195,467342.9393,1555444.71,1256248.214,3574281.008,735174.5172,2372618.034,2363819.016,6874198.832,1697132.921,4412478.169,4922873.255,9142852.208,21131207.16,11140697.07
LY6D_HUMAN,Lymphocyte antigen 6D,LY6D,107870.8357,131060.6158,574812.7527,1641.739268,329673.1697,98115.42604,3769.439009,1440792.013,267015.1691,105726.676,1095987.185,218972.9478,2616325.252,1442779.038,1595360.956,606619.1862,630381.7909,1061809.014,868989.4472,1246427.799,256264.9754,171541.2555,108839.4674,142568.1565,893652.8664,724304.1572,4201684.177,63923.73087,748397.2311,235065.1578,1892471.061,174224.4934,4296132.998,227986.1638,2357628.233,888522.528,1099064.473
LYAG_HUMAN,Lysosomal alpha-glucosidase,GAA,59552.07677,97106.54561,156375.0992,51292.58125,220553.255,1,21350.46414,110059.0033,30558.43726,60772.21476,93104.31357,43850.95292,142356.269,122211.8948,26582.57085,101477.6819,59119.17645,133369.5988,67680.91333,73664.77316,8597.560293,176451.8424,170755.2671,36159.22509,52784.58565,189993.1029,122220.5757,5434.294859,146981.1706,48864.85461,107638.9664,78894.9493,121108.6922,100721.0139,192546.5158,127382.3175,52557.81265
LYPA1_HUMAN,Acyl-protein thioesterase 1,LYPLA1,207788.215,70565.01105,1140442.123,3896303.199,327092.8861,329560.2647,28812.0893,624707.4875,78932.78137,424088.2493,3385744.808,171274.0614,2149903.949,603870.4912,814434.0336,221093.4337,516696.434,496534.0318,403281.9811,5057721.157,925264.9368,421420.1585,2136182.095,1950032.181,399235.8898,588075.5444,492657.3584,263478.9012,211807.3353,476681.3967,2072348.496,585291.3137,1044585.575,1493208.509,712506.8832,702658.3145,884923.9118
LYPD3_HUMAN,Ly6/PLAUR domain-containing protein 3,LYPD3,1010586.035,5699350.042,8836265.913,536752.4346,28453536.54,1204179.054,4911074.587,8632434.061,10145107.86,4784711.058,10064477.03,9654843.217,21631007.91,13398103.62,13459296.21,37131930.57,19221409.31,25481488.74,9305194.219,6210659.387,3975002.792,3754759.297,781746.3483,7573298.901,12618404.57,81919848.57,13516105.29,1991003.41,22261640.01,3612631.688,10203934.04,15913912.81,82372733.69,26929817.88,54792358.1,53875669.67,78274908.12
LYPL1_HUMAN,Lysophospholipase-like protein 1,LYPLAL1,10125.57221,23639.27295,16726.42091,8775.726,21518.56966,2947.70325,4.239592528,20229.76086,32649.92134,41763.48796,16460.89713,35701.28734,3044.453914,27003.99341,1767.861242,6737.99746,2409.104793,59358.73902,3992.548768,2067.477547,7872.926034,64675.96755,270.2733397,54564.40312,6929.487634,16468.33853,21692.54727,31503.6502,24447.58303,5842.480555,10955.96547,11782.70026,3795.819289,23491.57551,12073.65244,3834.86119,9407.861475
LYSC_HUMAN,Lysozyme C,LYZ,196466.4199,376593.4994,193101.1553,299502.9388,109865.6765,861116.5947,158271.6533,1944555.915,2047134.063,105679.0675,409746.0539,6884731.023,1951295.005,1164657.488,98389.7395,1284347.827,2394803.663,879255.7925,6252213.644,917918.1192,888717.2106,6930745.068,6617714.728,991039.0509,3857082.397,698392.6932,1513920.831,4438125.606,928276.3415,1608281.741,1311486.379,639710.4439,4284742.9,163368.9714,827448.112,1940029.915,2508165.707
LZIC_HUMAN,Protein LZIC,LZIC,1837585.354,520968.7803,2116573.162,2566410.658,1389884.209,4067.734484,102564.516,184575.1269,201365.5839,130794.9892,2498162.287,374191.4876,6993017.842,3832473.115,288372.2342,2005314.801,744422.8814,12921167.06,1075406.191,1459854.281,137762.1079,147898.7478,306260.8888,18695.53112,77786.52537,3879520.828,1688480.194,82848.1975,261859.9338,109912.5299,2242350.327,108897.3605,1061016.009,170799.9932,12441264.72,3582457.314,3221578.559
MANF_HUMAN,Mesencephalic astrocyte-derived neurotrophic factor,MANF,701318.443,229203.0264,143608.1631,1356756.272,258914.4361,6577.118419,6776.963382,746086.4269,435574.4502,287175.2331,315870.6691,293825.6951,256012.9758,395269.6283,1314308.725,1664219.475,807494.8639,2003816.686,1758407.839,350320.9486,274772.2849,346141.071,319361.1746,193097.3927,682041.2542,418985.3099,704802.3484,1311637.482,1587965.201,283993.0597,1301739.688,361409.4004,906853.2323,466323.0156,485537.2684,705151.0046,1110882.422
MAOX_HUMAN,NADP-dependent malic enzyme,ME1,277327.0682,59608.36292,376771.0175,40551.29841,54506.99968,221531.6532,11459.01612,160958.5434,1450.148457,174731.999,29427.09808,19587.40477,45713.36048,79090.67517,156019.9709,81335.71807,65473.82154,115600.5323,144780.75,21216.51035,116013.4529,25385.37182,253300.4024,44653.30527,12664.39026,101514.1055,252196.5562,10341.15337,33634.47938,267781.4753,41105.31688,233900.0834,89147.65734,66520.07613,161114.4287,354017.9995,343922.7858
MAP4_HUMAN,Microtubule-associated protein 4,MAP4,506448.5924,41544.91089,731716.3313,18905521.78,1096219.165,370442.2577,162449.4566,196783.1606,345475.7106,167545.4563,2053811.45,409100.4261,483301.2619,822643.3303,294013.7022,1366627.154,183293.8836,788515.9008,159585.2176,418772.0403,212370.6109,67892.17778,460855.9448,625638.9259,423378.023,966535.0058,714445.693,185705.727,869583.0992,273084.0176,1454109.473,525798.3224,2711306.781,901653.4672,962525.5462,516682.3948,578760.8805
MARCS_HUMAN,Myristoylated alanine-rich C-kinase substrate,MARCKS,189557.9134,732571.9988,607487.5092,968838.1531,2424607.77,9671.762431,1983242.638,2823165.545,273723.3067,317690.7771,1311780.924,516803.1576,2741465.203,1357337.024,2147863.836,5355781.145,6232519.431,3998698.707,2913169.829,1081843.333,1844511.395,926576.638,498554.6783,4209808.406,698175.9421,10449395.3,5785807.867,597519.5331,4993549.131,1091333.744,3790466.052,2424590.121,13104615.15,3049801.899,4984368.793,7498557.673,4398105.664
MARE1_HUMAN,Microtubule-associated protein RP/EB family member 1,MAPRE1,1080.42553,22713.6269,178395.7189,27572.52184,30421.48382,23026.77753,140826.7477,8127.215991,60920.74565,39960.11014,10028.29731,53540.59405,4298.884742,47170.36426,10802.15065,77486.40546,29448.69852,66594.17247,61283.77534,51764.77041,261708.1698,69307.98969,14502.90695,68120.62458,15893.99403,153921.0483,27474.92689,7960.01334,81318.00224,58395.94847,219663.583,126512.1572,44552.79227,78331.45522,25595.67173,91405.36885,188046.0273
MCCB_HUMAN,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,791730.2375,1450.240954,105317.5935,52272.49022,18075.61514,26771.34126,27988.60331,13089.92405,1816.986034,2879.665616,830.4219469,939.7777019,16423.73045,82695.54651,1285.943694,11831.21239,36253.98556,32239.30577,36170.63015,2087.933688,7928.832442,49914.56663,6011.420574,30558.66625,22849.88396,9153.983207,111537.1038,3580.346805,4933.09954,15470.94011,3741.538426,16735.58526,11267.36844,14372.97122,31363.56707,14370.44477,3217.600854
MDHC_HUMAN,"Malate dehydrogenase, cytoplasmic",MDH1,596572.1392,503033.4071,233041.0493,149314.6806,50103.04049,44343.35902,80177.57217,169713.9386,51993.54377,462998.5616,57766.48221,129024.036,155012.1316,442546.4634,555380.1924,95524.57165,447724.8557,201378.6015,1197170.78,197734.9099,146450.1661,732514.4369,717933.7022,114439.5287,513254.2026,149702.2232,170774.3335,839912.4068,18497.19127,194286.3185,289104.4759,529160.5486,686525.5992,77942.42301,396319.0729,406704.5568,754323.8521
MDHM_HUMAN,"Malate dehydrogenase, mitochondrial",MDH2,45548.29492,116829.0759,1749439.03,18579126.33,286950.8848,58863.24925,104480.2864,1620629.687,98983.99937,1040815.753,99654.25453,78380.81674,118088.9931,987840.1455,295360.6086,588295.8912,680497.1356,598540.6488,2000923.818,109809.3511,101205.47,1543250.428,2825881.825,95939.22781,94148.80194,187648.2305,349447.7618,125790.9598,827610.9443,1391054.873,382703.5323,1216013.202,2069914.351,176838.8145,350382.7234,1090246.054,820013.2362
MEP1A_HUMAN,Meprin A subunit alpha,MEP1A,1,68859.49227,29768.10573,12716.3242,17409.72721,32708.98187,30088.67374,7795.982922,8952.999624,48643.59942,57049.13638,11928.94837,11603.466,9008.962101,58156.8436,11182.27643,17484.21812,16165.60805,43138.57475,169158.3727,78750.65798,4572388.92,43681.6958,46183.89699,22028.30324,2284.393774,3953.219313,46181.94425,14939.02072,41571.17895,136052.4966,14497.29608,29774.45597,4000.568165,11643.0988,36844.18853,18843.07894
MET7A_HUMAN,Methyltransferase-like protein 7A,METTL7A,1741.063518,1655.440605,24204.5489,16381.46592,21819.93475,18020.5491,8901.406301,85640.31855,13357.14521,546.102919,1681.220566,19322.86251,1,5316.629027,27311.83066,9168.890215,330.4572063,4369.766546,409.4246781,3931.28709,4107.638091,2670.714211,478.3002971,1,6878.251421,149.2230621,1,6748.066551,15808.50751,8615.681381,48.29446437,19763.83634,1195.395861,1314.931518,1,16865.55099,1
METK2_HUMAN,S-adenosylmethionine synthase isoform type-2,MAT2A,33.18763963,777.0630897,4327.460431,60752.37009,101.8126362,39.48980118,1,1,1,264.0568845,1,1961.597209,142943.1362,1,12689.82032,13793.28503,1,275842.6972,2572.556271,12598.16178,834.3458499,15696.30943,365.4496189,224483.3177,3186.138367,12615.78102,426.4861367,7086.255192,1047.208282,145.2826608,30090.69429,69.76531975,1,2626.552009,252355.0819,7158.079081,151.4561252
MGA_HUMAN,"Maltase-glucoamylase, intestinal",MGAM,212119.3405,255236.1786,63296.78658,196607.0926,17221.27278,2860.464163,41865.77659,1047842.332,196599.588,299284.4729,48911.95913,207528.2156,67097.34395,410104.0005,424152.9382,229361.7672,261502.8872,113928.8182,431863.6257,278331.057,160003.3277,122286.8495,1582721.935,150917.463,89617.5125,99703.0557,165086.4479,147759.2092,151349.6481,955250.7849,79684.31662,328553.9694,111375.75,96350.85715,73858.28396,126670.3186,255352.1287
MIF_HUMAN,Macrophage migration inhibitory factor,MIF,310452.828,72619.40643,424085.8052,327905.8959,290389.1864,32223.03276,60729.98499,473024.5385,1090020.544,4693606.066,164762.2575,427711.6422,108152.6322,2557991.22,16185349.99,1014231.789,4352399.047,844165.3812,322812.5823,1123325.261,1477520.471,5396875.002,358162.7085,330032.5551,316744.8655,216704.7852,78513.45259,2323624.32,792465.0837,256742.7627,1332008.363,11764908.54,272256.7051,1080712.08,96996.27861,299119.3374,1067928.466
MISP_HUMAN,Mitotic interactor and substrate of PLK1,MISP,12776.76615,28493.33383,25723.89851,46846.99846,24600.37538,52651.21976,174.9192242,4901.248092,5016.63956,26499.78455,29230.45391,40885.01762,43130.24156,30373.05272,4816.142223,2291.374437,157628.7122,1,4525.128476,9581.774431,27823.66257,70541.85009,50941.16936,37829.01032,6741.285675,980.2209035,50482.80526,8821.148179,9031.506395,43508.96263,12454.45953,10370.30483,5838.365613,27038.22874,741.8843618,2386.640344,223.3993967
MK14_HUMAN,Mitogen-activated protein kinase 14,MAPK14,343896.0876,10941.02086,75263.55048,177190.8397,45524.32225,8038.930044,1024.429721,24573.05727,3745.803106,41751.4482,1397.633411,4714.93855,6854.026744,132849.6971,3259.618242,916.8659388,18028.15553,23154.60704,6100.683063,531.4985112,6066.559401,9998.835322,647.4959788,7480.108106,5318.785585,8108.85572,911.2129106,23944.80603,35166.32208,71432.04968,6679.87988,5092.091366,9958.335159,4533.944389,11887.4335,28306.20951,61655.84242
